Epoch,Train Loss,Test Loss
1,0.8286575000122111,0.11101579937067899
2,0.05193008665764143,0.06401316300034524
3,0.0330916446135946,0.04377061616290699
4,0.02430162742418587,0.03579134168949994
5,0.020499313245256428,0.03170077241957188
6,0.018212465254008454,0.02864665121517398
7,0.016478473384662594,0.026028533466160297
8,0.015043282585721168,0.023730393753133038
9,0.013824723362824115,0.0217054083943367
10,0.012786651357870412,0.019928167286244306
11,0.01190636338537963,0.018369164944372393
12,0.011161049709670127,0.016997217522426084
13,0.010527012396662955,0.01578802406279878
14,0.00998233729066751,0.014726500365544449
15,0.009509009338678822,0.013804464372382922
16,0.00909316316789026,0.013014531465755267
17,0.008724155185359812,0.012347218800674785
18,0.008393508821932806,0.011786441869017754
19,0.008094129625648733,0.011307299213314598
20,0.007820076257404353,0.010879810687831858
21,0.007566597800524462,0.0104762386191975
22,0.007330130559032556,0.010076675877313722
23,0.007108149753154191,0.009671807001260194
24,0.006898928457062948,0.009262346984310584
25,0.006701227892239495,0.008856012257324023
26,0.006514114319105391,0.008463215781375766
27,0.006336869230917679,0.008093288591639563
28,0.006168930341671935,0.007752762552858753
29,0.006009831948195973,0.007445128151977604
30,0.0058591194036934115,0.007171557013961402
31,0.005716331581530905,0.006931569685482166
32,0.005580986414484128,0.006723416969180107
33,0.005452590761090279,0.006544514910571954
34,0.005330638714854128,0.006391495665196668
35,0.00521461693594656,0.0062600476667284966
36,0.005103986338273716,0.006145320875062184
37,0.004998174966583965,0.00604219713925638
38,0.004896609272768415,0.005945689311589707
39,0.004798747751265567,0.0058514840096573935
40,0.004704167762101091,0.005756195012310689
41,0.004612650259067773,0.005657446050000461
42,0.004524225422683808,0.005553871236572212
43,0.004439188503763742,0.005444888317618858
44,0.0043580315991122495,0.005330309504643083
45,0.0042812976611669735,0.00521024911749092
46,0.004209445698911117,0.005085255374962633
47,0.004142773385090685,0.0049565764144063
48,0.0040813736893512585,0.004825749912891876
49,0.00402513769376412,0.004694353581660173
50,0.003973797746569352,0.00456382722847841
51,0.003926977641491229,0.004435566529123621
52,0.0038842684657081333,0.00431112361733209
53,0.0038452886085632064,0.004192162525247444
54,0.0038097134179056243,0.004080199001526291
55,0.00377728068085003,0.0039764390708031975
56,0.0037477629723658085,0.0038814604832706125
57,0.0037209453645147502,0.003795216359536756
58,0.003696602958293937,0.003717163338495249
59,0.0036744943077099464,0.003646380581300367
60,0.003654368259332995,0.0035819137045605617
61,0.003635975442304419,0.0035228710367598316
62,0.0036190793394953722,0.0034685066117989744
63,0.0036034657430179693,0.0034182460301301694
64,0.0035889426347301906,0.0033716138325292954
65,0.0035753468822727285,0.0033282340737059712
66,0.0035625390964683402,0.0032877634787424046
67,0.003550401299935642,0.0032499190864407205
68,0.003538834286493954,0.0032143733189017934
69,0.003527756249433551,0.003180818232199685
70,0.0035170980355894517,0.003149011250669983
71,0.0035067994890379765,0.003118696734732525
72,0.003496812500685414,0.003089658134955574
73,0.003487093462830498,0.003061730704608966
74,0.0034776080150906215,0.0030347409573468296
75,0.0034683275574857674,0.003008590522222221
76,0.0034592291555815826,0.0029831740116192536
77,0.0034502960307888253,0.002958370366303081
78,0.003441513459649055,0.002934055269526487
79,0.003432872421822693,0.002910117195411162
80,0.0034243687774823416,0.0028864391126923942
81,0.0034159983701698444,0.002862887467596341
82,0.003407758355101265,0.0028393664884127
83,0.0033996492832475316,0.0028157708827744833
84,0.0033916718992971317,0.0027920484818010167
85,0.0033838250748221836,0.0027681609234687958
86,0.003376109901293324,0.0027441584356975826
87,0.0033685253861005463,0.002720111157660457
88,0.003361067522770513,0.002696142908693715
