Epoch,Train Loss,Test Loss,Epoch Time (s),Portfolio Value,Avg Epoch Time (s)
0,0.4544958770275116,0.01901356689631939,5235.119655847549,1.544020652770996,0.22299845390319825
1,0.015143483877182007,0.28788813948631287,5235.3716905117035,1.5599422454833984,0.22299845390319825
2,0.21703670918941498,0.03178581967949867,5235.583637714386,1.6388131380081177,0.22299845390319825
3,0.024314118549227715,0.07080961018800735,5235.801653623581,1.4878400564193726,0.22299845390319825
4,0.054495446383953094,0.1390293389558792,5236.019886016846,1.5109312534332275,0.22299845390319825
5,0.10627412050962448,0.061299677938222885,5236.23850774765,1.251348853111267,0.22299845390319825
6,0.04748727008700371,0.004844261799007654,5236.458718538284,1.2876392602920532,0.22299845390319825
7,0.0043562534265220165,0.026962103322148323,5236.677269697189,1.245873212814331,0.22299845390319825
8,0.020579660311341286,0.0577518530189991,5236.902751922607,1.3973485231399536,0.22299845390319825
9,0.04393446445465088,0.05949261784553528,5237.12433719635,1.3666118383407593,0.22299845390319825
10,0.04537953808903694,0.028244810178875923,5237.345552206039,1.335347056388855,0.22299845390319825
11,0.021903512999415398,0.004426928702741861,5237.567884206772,1.3017655611038208,0.22299845390319825
12,0.003935370594263077,0.010905887931585312,5237.787211179733,1.2284091711044312,0.22299845390319825
13,0.008901598863303661,0.029641790315508842,5238.00833439827,1.1724588871002197,0.22299845390319825
14,0.023066328838467598,0.031164618209004402,5238.228511333466,1.1648274660110474,0.22299845390319825
15,0.02418874017894268,0.014459393918514252,5238.453874349594,1.1506272554397583,0.22299845390319825
16,0.011613503098487854,0.003283825470134616,5238.684653520584,1.126743197441101,0.22299845390319825
17,0.0031003213953226805,0.009147504344582558,5238.90353512764,1.239530324935913,0.22299845390319825
18,0.0074735418893396854,0.017298942431807518,5239.12828874588,1.243697166442871,0.22299845390319825
19,0.013612758368253708,0.015445028431713581,5239.353092908859,1.252242088317871,0.22299845390319825
20,0.012219064868986607,0.0077462634071707726,5239.577280044556,1.1615478992462158,0.22299845390319825
21,0.006420850288122892,0.003288518637418747,5239.797929286957,1.169830560684204,0.22299845390319825
22,0.0031052303966134787,0.004024007357656956,5240.014933109283,1.121998906135559,0.22299845390319825
23,0.0036762517411261797,0.006297406740486622,5240.233935832977,1.150371789932251,0.22299845390319825
24,0.005414946470409632,0.007372243329882622,5240.45347237587,1.156193494796753,0.22299845390319825
