Epoch,Train Loss,Test Loss,Epoch Time (s),Portfolio Value,Avg Epoch Time (s)
0,0.21085214614868164,0.1586511731147766,524.3427610397339,0.8249723315238953,0.23055092453956605
1,0.08992128074169159,0.04493466392159462,524.498774766922,0.8091140389442444,0.23055092453956605
2,0.022693542763590813,0.007806899957358837,524.6225008964539,0.7910318970680237,0.23055092453956605
3,0.012826347723603249,0.029502175748348236,524.7351021766663,0.7867484092712402,0.23055092453956605
4,0.042470745742321014,0.048947494477033615,524.8583500385284,0.7853689789772034,0.23055092453956605
5,0.06204479560256004,0.043346237391233444,524.9648108482361,0.7911798357963562,0.23055092453956605
6,0.05651325732469559,0.02541637048125267,525.0633091926575,0.7812297940254211,0.23055092453956605
7,0.037965599447488785,0.011016751639544964,525.1751229763031,0.7896072864532471,0.23055092453956605
8,0.020249206572771072,0.008077412843704224,525.283931016922,0.8039193153381348,0.23055092453956605
9,0.010771892964839935,0.016188964247703552,525.3850965499878,0.8131404519081116,0.23055092453956605
10,0.010294869542121887,0.029930811375379562,525.4917507171631,0.8254280090332031,0.23055092453956605
11,0.015442149713635445,0.04287859424948692,525.6349725723267,0.822513997554779,0.23055092453956605
12,0.021721521392464638,0.050449784845113754,525.7274899482727,0.8170388340950012,0.23055092453956605
13,0.02572884038090706,0.05092316120862961,525.8174316883087,0.8296860456466675,0.23055092453956605
14,0.026018423959612846,0.04506347328424454,525.9076080322266,0.8261853456497192,0.23055092453956605
15,0.02291679009795189,0.03518524765968323,525.9976677894592,0.8002461791038513,0.23055092453956605
16,0.01787329651415348,0.024202875792980194,526.0853402614594,0.8057757019996643,0.23055092453956605
17,0.012759641744196415,0.014812595210969448,526.1730239391327,0.8175581097602844,0.23055092453956605
18,0.00924739707261324,0.008797566406428814,526.2609014511108,0.7921285629272461,0.23055092453956605
19,0.008277961052954197,0.0065157292410731316,526.3489277362823,0.7723829746246338,0.23055092453956605
20,0.009689252823591232,0.006814982276409864,526.4388256072998,0.7707095146179199,0.23055092453956605
21,0.012206033803522587,0.007733447477221489,526.5261659622192,0.7532297372817993,0.23055092453956605
22,0.014076333492994308,0.00781205715611577,526.6199111938477,0.7480899095535278,0.23055092453956605
23,0.014149585738778114,0.006910325959324837,526.7159149646759,0.7580820322036743,0.23055092453956605
24,0.012471765279769897,0.00593086751177907,526.8062016963959,0.7631294131278992,0.23055092453956605
25,0.010002536699175835,0.005958243273198605,526.901864528656,0.7730278372764587,0.23055092453956605
26,0.007895214483141899,0.007512518670409918,526.9938790798187,0.7663349509239197,0.23055092453956605
27,0.006876809988170862,0.010291093029081821,527.0840132236481,0.7889112830162048,0.23055092453956605
28,0.007008310407400131,0.013392637483775616,527.1752734184265,0.7997807264328003,0.23055092453956605
29,0.007822913117706776,0.015778638422489166,527.2687287330627,0.8128427863121033,0.23055092453956605
30,0.008661586791276932,0.016698524355888367,527.3526334762573,0.8164019584655762,0.23055092453956605
31,0.0089977802708745,0.015921911224722862,527.4385673999786,0.7912954688072205,0.23055092453956605
32,0.008625701069831848,0.013752327300608158,527.523561000824,0.764265239238739,0.23055092453956605
33,0.007685202639549971,0.01086718775331974,527.6079602241516,0.7555105090141296,0.23055092453956605
34,0.006553836166858673,0.008052668534219265,527.6948120594025,0.7502378225326538,0.23055092453956605
35,0.0056593450717628,0.005917541217058897,527.7793400287628,0.7420042157173157,0.23055092453956605
36,0.00527971563860774,0.004689675290137529,527.8641023635864,0.7475274205207825,0.23055092453956605
37,0.005411796271800995,0.004195425193756819,527.9493579864502,0.7683258652687073,0.23055092453956605
38,0.005782793276011944,0.004048836883157492,528.0327525138855,0.7610474824905396,0.23055092453956605
39,0.006018071435391903,0.0039391182363033295,528.1177706718445,0.763944149017334,0.23055092453956605
40,0.005871592089533806,0.0038157659582793713,528.203494310379,0.7631750106811523,0.23055092453956605
41,0.005362231284379959,0.0038487932179123163,528.2887330055237,0.7675265669822693,0.23055092453956605
42,0.004726149141788483,0.004225770942866802,528.3737640380859,0.7684842944145203,0.23055092453956605
43,0.004238966386765242,0.004958482924848795,528.4575610160828,0.7639914751052856,0.23055092453956605
44,0.004044507630169392,0.005832385271787643,528.5420079231262,0.7636982202529907,0.23055092453956605
45,0.0040948232635855675,0.006511071231216192,528.6280906200409,0.7651498317718506,0.23055092453956605
46,0.004213578533381224,0.006710540037602186,528.7145144939423,0.7714983820915222,0.23055092453956605
47,0.004220066126435995,0.006336372811347246,528.8008267879486,0.7741360068321228,0.23055092453956605
48,0.004032926633954048,0.005517095793038607,528.8855230808258,0.7745189666748047,0.23055092453956605
49,0.003701725509017706,0.004528381861746311,528.9713611602783,0.783562421798706,0.23055092453956605
50,0.003360603703185916,0.0036542436573654413,529.0564570426941,0.8153902292251587,0.23055092453956605
51,0.0031375272665172815,0.0030598111916333437,529.1418724060059,0.8357685208320618,0.23055092453956605
52,0.0030740052461624146,0.002744972240179777,529.226526260376,0.850949227809906,0.23055092453956605
53,0.0031051577534526587,0.0026012484449893236,529.3110520839691,0.8434070348739624,0.23055092453956605
54,0.003113593440502882,0.002523277886211872,529.3962666988373,0.8668957948684692,0.23055092453956605
55,0.003017519833520055,0.0024858154356479645,529.4814465045929,0.8807188868522644,0.23055092453956605
56,0.0028253155760467052,0.0025313221849501133,529.5670902729034,0.8574448227882385,0.23055092453956605
57,0.0026170508936047554,0.0026938498485833406,529.6519558429718,0.849862277507782,0.23055092453956605
58,0.0024753077886998653,0.002934790914878249,529.7362895011902,0.8459857702255249,0.23055092453956605
59,0.002424784004688263,0.003145319875329733,529.8219418525696,0.8503376841545105,0.23055092453956605
60,0.002424014965072274,0.0032093855552375317,529.9072546958923,0.8371379375457764,0.23055092453956605
61,0.0024062376469373703,0.0030757852364331484,529.9928922653198,0.8374998569488525,0.23055092453956605
62,0.0023317087907344103,0.002787464763969183,530.0770306587219,0.8322986960411072,0.23055092453956605
63,0.0022125206887722015,0.0024510002695024014,530.1614701747894,0.8204103708267212,0.23055092453956605
64,0.002096200129017234,0.0021707890555262566,530.2462587356567,0.8435922861099243,0.23055092453956605
65,0.0020248722285032272,0.0019944747909903526,530.3312504291534,0.8662118911743164,0.23055092453956605
66,0.002002888126298785,0.0019053545547649264,530.4162938594818,0.8651805520057678,0.23055092453956605
67,0.001997613348066807,0.0018599266186356544,530.5006070137024,0.8794581294059753,0.23055092453956605
68,0.00197048531845212,0.0018328503938391805,530.5859694480896,0.8809340000152588,0.23055092453956605
69,0.0019097747281193733,0.0018299592193216085,530.6698315143585,0.8735566139221191,0.23055092453956605
70,0.0018365576397627592,0.0018644719384610653,530.7551305294037,0.8805363774299622,0.23055092453956605
