Epoch,Train Loss,Test Loss,Epoch Time (s),Portfolio Value,Avg Epoch Time (s)
0,0.00553474435582757,0.02462581917643547,0.377382755279541,0.863510251045227,0.12053614211082458
1,0.015463271178305149,0.011165284551680088,0.05529904365539551,0.8653437495231628,0.12053614211082458
2,0.007735786959528923,0.004334127064794302,0.056806087493896484,0.8987358212471008,0.12053614211082458
3,0.005656692199409008,0.008004835806787014,0.0510408878326416,0.9688184857368469,0.12053614211082458
4,0.009401141665875912,0.006623597349971533,0.04487466812133789,0.9408338069915771,0.12053614211082458
5,0.008116244338452816,0.004045482259243727,0.045357465744018555,0.924747109413147,0.12053614211082458
6,0.005087754223495722,0.006523179821670055,0.044828176498413086,0.871906042098999,0.12053614211082458
7,0.005408291704952717,0.010269831866025925,0.04455113410949707,0.8629428744316101,0.12053614211082458
8,0.007238389924168587,0.009406226687133312,0.03701663017272949,0.8650593161582947,0.12053614211082458
9,0.0067825764417648315,0.0059029762633144855,0.035249948501586914,0.8755183219909668,0.12053614211082458
10,0.005119677633047104,0.003999501466751099,0.03620004653930664,0.9302999377250671,0.12053614211082458
11,0.0047563789412379265,0.004434580449014902,0.042230844497680664,0.9146376848220825,0.12053614211082458
12,0.005761645268648863,0.004794773645699024,0.034155845642089844,0.9017466902732849,0.12053614211082458
13,0.006178160663694143,0.004160524345934391,0.03429818153381348,0.9057493209838867,0.12053614211082458
14,0.0053825341165065765,0.004001970402896404,0.03632807731628418,0.9380456209182739,0.12053614211082458
15,0.004606712143868208,0.005266604945063591,0.0347750186920166,0.8823530077934265,0.12053614211082458
16,0.004803004674613476,0.006712472066283226,0.03380250930786133,0.8612833619117737,0.12053614211082458
17,0.005396034102886915,0.006653270218521357,0.03510093688964844,0.860473096370697,0.12053614211082458
18,0.0053587425500154495,0.005278072785586119,0.0373530387878418,0.8501312136650085,0.12053614211082458
19,0.004765296820551157,0.004066601395606995,0.034908294677734375,0.8635703921318054,0.12053614211082458
20,0.004451183136552572,0.003795957425609231,0.034325599670410156,0.8596990704536438,0.12053614211082458
